journey_date,train_number,seq,station_code,sched_arr,sched_dep,actual_arr,actual_dep,delay_at_dep_min,sec_congestion,sec_sr_km,sec_sr_speed,sec_fog
2026-08-13,12302,3,PRYJ,2026-08-14T00:15:00+05:30,2026-08-14T00:17:00+05:30,2026-08-14T00:12:05+05:30,2026-08-14T00:17:00+05:30,0.0,0,0,0,0
2026-08-13,12302,4,DDU,2026-08-14T02:00:00+05:30,2026-08-14T02:10:00+05:30,2026-08-14T01:56:05+05:30,2026-08-14T02:10:00+05:30,0.0,0,0,0,0
2026-08-13,12302,5,GAYA,2026-08-14T04:39:00+05:30,2026-08-14T04:42:00+05:30,2026-08-14T04:59:01+05:30,2026-08-14T05:03:08+05:30,21.1458,0,0,0,1
2026-08-13,12302,6,DHN,2026-08-14T06:57:00+05:30,2026-08-14T07:02:00+05:30,2026-08-14T07:18:00+05:30,2026-08-14T07:23:04+05:30,21.07519,0,0,0,1
2026-08-13,12302,7,ASN,2026-08-14T07:55:00+05:30,2026-08-14T07:57:00+05:30,2026-08-14T08:46:44+05:30,2026-08-14T08:50:16+05:30,53.2726,0,26.88857,30,1
2026-08-13,12302,8,HWH,2026-08-14T09:55:00+05:30,,2026-08-14T11:06:09+05:30,,,0,0,0,1
2026-08-14,12301,1,HWH,,2026-08-14T16:50:00+05:30,,2026-08-14T16:54:22+05:30,4.38196,,,,
2026-08-14,12301,2,ASN,2026-08-14T18:48:00+05:30,2026-08-14T18:50:00+05:30,2026-08-14T18:40:32+05:30,2026-08-14T18:50:00+05:30,0.0,0,0,0,0
2026-08-14,12301,3,DHN,2026-08-14T19:43:00+05:30,2026-08-14T19:48:00+05:30,2026-08-14T19:34:30+05:30,2026-08-14T19:48:00+05:30,0.0,0,0,0,0
2026-08-14,12301,4,GAYA,2026-08-14T22:03:00+05:30,2026-08-14T22:06:00+05:30,2026-08-14T21:56:09+05:30,2026-08-14T22:06:00+05:30,0.0,0,0,0,0
2026-08-14,12301,5,DDU,2026-08-15T00:35:00+05:30,2026-08-15T00:45:00+05:30,2026-08-15T00:43:24+05:30,2026-08-15T00:56:19+05:30,11.3327,1,0,0,0
2026-08-14,12301,6,PRYJ,2026-08-15T02:28:00+05:30,2026-08-15T02:30:00+05:30,2026-08-15T02:28:49+05:30,2026-08-15T02:32:02+05:30,2.03632,0,0,0,0
2026-08-14,12301,7,CNB,2026-08-15T04:45:00+05:30,2026-08-15T04:50:00+05:30,2026-08-15T04:54:55+05:30,2026-08-15T05:01:01+05:30,11.02233,1,0,0,0
2026-08-14,12301,8,NDLS,2026-08-15T10:00:00+05:30,,2026-08-15T09:35:19+05:30,,,0,0,0,0
2026-08-14,12302,1,NDLS,,2026-08-14T16:55:00+05:30,,2026-08-14T16:57:24+05:30,2.40295,,,,
2026-08-14,12302,2,CNB,2026-08-14T22:00:00+05:30,2026-08-14T22:05:00+05:30,2026-08-14T21:38:07+05:30,2026-08-14T22:05:00+05:30,0.0,0,0,0,0
2026-08-14,12302,3,PRYJ,2026-08-15T00:15:00+05:30,2026-08-15T00:17:00+05:30,2026-08-14T23:59:51+05:30,2026-08-15T00:17:00+05:30,0.0,0,0,0,0
2026-08-14,12302,4,DDU,2026-08-15T02:00:00+05:30,2026-08-15T02:10:00+05:30,2026-08-15T01:56:42+05:30,2026-08-15T02:10:08+05:30,0.13614,0,0,0,0
2026-08-14,12302,5,GAYA,2026-08-15T04:39:00+05:30,2026-08-15T04:42:00+05:30,2026-08-15T04:26:41+05:30,2026-08-15T04:42:00+05:30,0.0,0,0,0,0
2026-08-14,12302,6,DHN,2026-08-15T06:57:00+05:30,2026-08-15T07:02:00+05:30,2026-08-15T06:49:42+05:30,2026-08-15T07:02:00+05:30,0.0,0,0,0,0
2026-08-14,12302,7,ASN,2026-08-15T07:55:00+05:30,2026-08-15T07:57:00+05:30,2026-08-15T07:51:44+05:30,2026-08-15T07:57:19+05:30,0.3262,0,0,0,0
2026-08-14,12302,8,HWH,2026-08-15T09:55:00+05:30,,2026-08-15T09:53:14+05:30,,,0,0,0,0
2026-08-15,12301,1,HWH,,2026-08-15T16:50:00+05:30,,2026-08-15T17:06:43+05:30,16.72775,,,,
2026-08-15,12301,2,ASN,2026-08-15T18:48:00+05:30,2026-08-15T18:50:00+05:30,2026-08-15T19:00:49+05:30,2026-08-15T19:04:51+05:30,14.86643,0,0,0,0
2026-08-15,12301,3,DHN,2026-08-15T19:43:00+05:30,2026-08-15T19:48:00+05:30,2026-08-15T20:01:13+05:30,2026-08-15T20:06:25+05:30,18.41975,0,0,0,0
2026-08-15,12301,4,GAYA,2026-08-15T22:03:00+05:30,2026-08-15T22:06:00+05:30,2026-08-15T22:07:14+05:30,2026-08-15T22:09:33+05:30,3.55105,0,0,0,0
2026-08-15,12301,5,DDU,2026-08-16T00:35:00+05:30,2026-08-16T00:45:00+05:30,2026-08-16T00:43:09+05:30,2026-08-16T00:55:18+05:30,10.31403,1,0,0,0
2026-08-15,12301,6,PRYJ,2026-08-16T02:28:00+05:30,2026-08-16T02:30:00+05:30,2026-08-16T02:34:37+05:30,2026-08-16T02:37:23+05:30,7.38836,0,0,0,0
2026-08-15,12301,7,CNB,2026-08-16T04:45:00+05:30,2026-08-16T04:50:00+05:30,2026-08-16T05:00:44+05:30,2026-08-16T05:07:21+05:30,17.3544,1,0,0,0
2026-08-15,12301,8,NDLS,2026-08-16T10:00:00+05:30,,2026-08-16T10:02:09+05:30,,,0,0,0,0
2026-08-15,12302,1,NDLS,,2026-08-15T16:55:00+05:30,,2026-08-15T16:55:06+05:30,0.10167,,,,
2026-08-15,12302,2,CNB,2026-08-15T22:00:00+05:30,2026-08-15T22:05:00+05:30,2026-08-15T21:36:46+05:30,2026-08-15T22:05:00+05:30,0.0,0,0,0,0
2026-08-15,12302,3,PRYJ,2026-08-16T00:15:00+05:30,2026-08-16T00:17:00+05:30,2026-08-16T00:03:06+05:30,2026-08-16T00:17:00+05:30,0.0,0,0,0,0
2026-08-15,12302,4,DDU,2026-08-16T02:00:00+05:30,2026-08-16T02:10:00+05:30,2026-08-16T02:01:52+05:30,2026-08-16T02:11:32+05:30,1.53817,0,0,0,0
2026-08-15,12302,5,GAYA,2026-08-16T04:39:00+05:30,2026-08-16T04:42:00+05:30,2026-08-16T04:51:44+05:30,2026-08-16T04:58:38+05:30,16.64502,0,0,0,1
2026-08-15,12302,6,DHN,2026-08-16T06:57:00+05:30,2026-08-16T07:02:00+05:30,2026-08-16T07:08:36+05:30,2026-08-16T07:16:11+05:30,14.19413,0,0,0,1
2026-08-15,12302,7,ASN,2026-08-16T07:55:00+05:30,2026-08-16T07:57:00+05:30,2026-08-16T08:16:47+05:30,2026-08-16T08:19:22+05:30,22.37736,0,0,0,1
2026-08-15,12302,8,HWH,2026-08-16T09:55:00+05:30,,2026-08-16T10:42:10+05:30,,,0,0,0,1
2026-08-16,12301,1,HWH,,2026-08-16T16:50:00+05:30,,2026-08-16T16:50:10+05:30,0.1831,,,,
2026-08-16,12301,2,ASN,2026-08-16T18:48:00+05:30,2026-08-16T18:50:00+05:30,2026-08-16T18:35:06+05:30,2026-08-16T18:50:00+05:30,0.0,0,0,0,0
2026-08-16,12301,3,DHN,2026-08-16T19:43:00+05:30,2026-08-16T19:48:00+05:30,2026-08-16T19:37:53+05:30,2026-08-16T19:48:00+05:30,0.0,0,0,0,0
2026-08-16,12301,4,GAYA,2026-08-16T22:03:00+05:30,2026-08-16T22:06:00+05:30,2026-08-16T21:55:59+05:30,2026-08-16T22:06:00+05:30,0.0,0,0,0,0
2026-08-16,12301,5,DDU,2026-08-17T00:35:00+05:30,2026-08-17T00:45:00+05:30,2026-08-17T00:29:22+05:30,2026-08-17T00:45:00+05:30,0.0,0,0,0,0
2026-08-16,12301,6,PRYJ,2026-08-17T02:28:00+05:30,2026-08-17T02:30:00+05:30,2026-08-17T02:23:55+05:30,2026-08-17T02:30:00+05:30,0.0,0,0,0,0
2026-08-16,12301,7,CNB,2026-08-17T04:45:00+05:30,2026-08-17T04:50:00+05:30,2026-08-17T04:35:24+05:30,2026-08-17T04:50:00+05:30,0.0,0,0,0,0
2026-08-16,12301,8,NDLS,2026-08-17T10:00:00+05:30,,2026-08-17T09:52:29+05:30,,,0,0,0,0
2026-08-16,12302,1,NDLS,,2026-08-16T16:55:00+05:30,,2026-08-16T16:58:38+05:30,3.63407,,,,
2026-08-16,12302,2,CNB,2026-08-16T22:00:00+05:30,2026-08-16T22:05:00+05:30,2026-08-16T21:56:40+05:30,2026-08-16T22:14:20+05:30,9.33785,0,0,0,0
2026-08-16,12302,3,PRYJ,2026-08-17T00:15:00+05:30,2026-08-17T00:17:00+05:30,2026-08-17T00:09:33+05:30,2026-08-17T00:22:17+05:30,5.29372,0,0,0,0
2026-08-16,12302,4,DDU,2026-08-17T02:00:00+05:30,2026-08-17T02:10:00+05:30,2026-08-17T02:00:47+05:30,2026-08-17T02:11:59+05:30,1.9878,0,0,0,0
2026-08-16,12302,5,GAYA,2026-08-17T04:39:00+05:30,2026-08-17T04:42:00+05:30,2026-08-17T04:26:54+05:30,2026-08-17T04:42:00+05:30,0.0,0,0,0,0
2026-08-16,12302,6,DHN,2026-08-17T06:57:00+05:30,2026-08-17T07:02:00+05:30,2026-08-17T06:45:58+05:30,2026-08-17T07:02:00+05:30,0.0,0,0,0,0
2026-08-16,12302,7,ASN,2026-08-17T07:55:00+05:30,2026-08-17T07:57:00+05:30,2026-08-17T07:51:40+05:30,2026-08-17T07:57:00+05:30,0.0,0,0,0,0
2026-08-16,12302,8,HWH,2026-08-17T09:55:00+05:30,,2026-08-17T09:56:18+05:30,,,0,0,0,0
2026-08-17,12301,1,HWH,,2026-08-17T16:50:00+05:30,,2026-08-17T16:50:55+05:30,0.93024,,,,
2026-08-17,12301,2,ASN,2026-08-17T18:48:00+05:30,2026-08-17T18:50:00+05:30,2026-08-17T18:44:34+05:30,2026-08-17T18:50:00+05:30,0.0,0,0,0,0
2026-08-17,12301,3,DHN,2026-08-17T19:43:00+05:30,2026-08-17T19:48:00+05:30,2026-08-17T19:40:44+05:30,2026-08-17T19:48:00+05:30,0.0,0,0,0,0
2026-08-17,12301,4,GAYA,2026-08-17T22:03:00+05:30,2026-08-17T22:06:00+05:30,2026-08-17T21:53:20+05:30,2026-08-17T22:06:00+05:30,0.0,0,0,0,0
2026-08-17,12301,5,DDU,2026-08-18T00:35:00+05:30,2026-08-18T00:45:00+05:30,2026-08-18T01:03:28+05:30,2026-08-18T01:15:49+05:30,30.81925,1,0,0,0
2026-08-17,12301,6,PRYJ,2026-08-18T02:28:00+05:30,2026-08-18T02:30:00+05:30,2026-08-18T02:52:52+05:30,2026-08-18T02:54:39+05:30,24.65729,0,0,0,0
2026-08-17,12301,7,CNB,2026-08-18T04:45:00+05:30,2026-08-18T04:50:00+05:30,2026-08-18T05:18:50+05:30,2026-08-18T05:24:39+05:30,34.65297,1,0,0,0
2026-08-17,12301,8,NDLS,2026-08-18T10:00:00+05:30,,2026-08-18T10:32:21+05:30,,,0,0,0,0
2026-08-17,12302,1,NDLS,,2026-08-17T16:55:00+05:30,,2026-08-17T16:56:48+05:30,1.80448,,,,
2026-08-17,12302,2,CNB,2026-08-17T22:00:00+05:30,2026-08-17T22:05:00+05:30,2026-08-17T21:30:19+05:30,2026-08-17T22:05:00+05:30,0.0,0,0,0,0
2026-08-17,12302,3,PRYJ,2026-08-18T00:15:00+05:30,2026-08-18T00:17:00+05:30,2026-08-18T00:06:22+05:30,2026-08-18T00:17:00+05:30,0.0,0,0,0,0
2026-08-17,12302,4,DDU,2026-08-18T02:00:00+05:30,2026-08-18T02:10:00+05:30,2026-08-18T01:51:20+05:30,2026-08-18T02:10:11+05:30,0.19301,0,0,0,0
2026-08-17,12302,5,GAYA,2026-08-18T04:39:00+05:30,2026-08-18T04:42:00+05:30,2026-08-18T04:36:28+05:30,2026-08-18T04:42:00+05:30,0.0,0,0,0,0
2026-08-17,12302,6,DHN,2026-08-18T06:57:00+05:30,2026-08-18T07:02:00+05:30,2026-08-18T06:58:14+05:30,2026-08-18T07:02:53+05:30,0.8866,0,0,0,0
2026-08-17,12302,7,ASN,2026-08-18T07:55:00+05:30,2026-08-18T07:57:00+05:30,2026-08-18T07:56:15+05:30,2026-08-18T07:58:46+05:30,1.78018,0,0,0,0
2026-08-17,12302,8,HWH,2026-08-18T09:55:00+05:30,,2026-08-18T09:50:41+05:30,,,0,0,0,0
2026-08-18,12301,1,HWH,,2026-08-18T16:50:00+05:30,,2026-08-18T16:54:44+05:30,4.73742,,,,
2026-08-18,12301,2,ASN,2026-08-18T18:48:00+05:30,2026-08-18T18:50:00+05:30,2026-08-18T18:46:06+05:30,2026-08-18T18:50:13+05:30,0.23164,0,0,0,0
2026-08-18,12301,3,DHN,2026-08-18T19:43:00+05:30,2026-08-18T19:48:00+05:30,2026-08-18T19:37:48+05:30,2026-08-18T19:48:00+05:30,0.0,0,0,0,0
2026-08-18,12301,4,GAYA,2026-08-18T22:03:00+05:30,2026-08-18T22:06:00+05:30,2026-08-18T21:59:12+05:30,2026-08-18T22:06:00+05:30,0.0,0,0,0,0
2026-08-18,12301,5,DDU,2026-08-19T00:35:00+05:30,2026-08-19T00:45:00+05:30,2026-08-19T00:46:09+05:30,2026-08-19T01:11:06+05:30,26.11201,1,0,0,0
2026-08-18,12301,6,PRYJ,2026-08-19T02:28:00+05:30,2026-08-19T02:30:00+05:30,2026-08-19T02:50:44+05:30,2026-08-19T02:54:35+05:30,24.59671,0,0,0,0
2026-08-18,12301,7,CNB,2026-08-19T04:45:00+05:30,2026-08-19T04:50:00+05:30,2026-08-19T05:22:16+05:30,2026-08-19T05:29:00+05:30,39.00517,1,0,0,0
2026-08-18,12301,8,NDLS,2026-08-19T10:00:00+05:30,,2026-08-19T10:16:48+05:30,,,0,0,0,0
2026-08-18,12302,1,NDLS,,2026-08-18T16:55:00+05:30,,2026-08-18T16:57:16+05:30,2.26772,,,,
2026-08-18,12302,2,CNB,2026-08-18T22:00:00+05:30,2026-08-18T22:05:00+05:30,2026-08-18T21:56:06+05:30,2026-08-18T22:05:00+05:30,0.0,0,0,0,0
2026-08-18,12302,3,PRYJ,2026-08-19T00:15:00+05:30,2026-08-19T00:17:00+05:30,2026-08-19T00:07:08+05:30,2026-08-19T00:17:00+05:30,0.0,0,0,0,0
2026-08-18,12302,4,DDU,2026-08-19T02:00:00+05:30,2026-08-19T02:10:00+05:30,2026-08-19T02:06:16+05:30,2026-08-19T02:17:50+05:30,7.8471,0,0,0,0
2026-08-18,12302,5,GAYA,2026-08-19T04:39:00+05:30,2026-08-19T04:42:00+05:30,2026-08-19T04:38:21+05:30,2026-08-19T04:52:40+05:30,10.67307,0,0,0,0
2026-08-18,12302,6,DHN,2026-08-19T06:57:00+05:30,2026-08-19T07:02:00+05:30,2026-08-19T07:07:42+05:30,2026-08-19T07:13:47+05:30,11.79813,0,0,0,0
2026-08-18,12302,7,ASN,2026-08-19T07:55:00+05:30,2026-08-19T07:57:00+05:30,2026-08-19T08:08:08+05:30,2026-08-19T08:12:45+05:30,15.75134,0,0,0,0
2026-08-18,12302,8,HWH,2026-08-19T09:55:00+05:30,,2026-08-19T09:52:03+05:30,,,0,0,0,0
2026-08-19,12301,1,HWH,,2026-08-19T16:50:00+05:30,,2026-08-19T17:48:00+05:30,58.00891,,,,
2026-08-19,12301,2,ASN,2026-08-19T18:48:00+05:30,2026-08-19T18:50:00+05:30,2026-08-19T19:35:31+05:30,2026-08-19T19:46:24+05:30,56.40928,0,0,0,0
2026-08-19,12301,3,DHN,2026-08-19T19:43:00+05:30,2026-08-19T19:48:00+05:30,2026-08-19T20:37:28+05:30,2026-08-19T20:45:41+05:30,57.68405,0,0,0,0
2026-08-19,12301,4,GAYA,2026-08-19T22:03:00+05:30,2026-08-19T22:06:00+05:30,2026-08-19T22:52:33+05:30,2026-08-19T22:55:13+05:30,49.22596,0,0,0,0
2026-08-19,12301,5,DDU,2026-08-20T00:35:00+05:30,2026-08-20T00:45:00+05:30,2026-08-20T01:29:11+05:30,2026-08-20T01:47:20+05:30,62.34399,1,0,0,0
2026-08-19,12301,6,PRYJ,2026-08-20T02:28:00+05:30,2026-08-20T02:30:00+05:30,2026-08-20T03:27:16+05:30,2026-08-20T03:31:01+05:30,61.01815,0,0,0,0
2026-08-19,12301,7,CNB,2026-08-20T04:45:00+05:30,2026-08-20T04:50:00+05:30,2026-08-20T06:05:01+05:30,2026-08-20T06:09:30+05:30,79.51343,1,0,0,0
2026-08-19,12301,8,NDLS,2026-08-20T10:00:00+05:30,,2026-08-20T11:13:12+05:30,,,0,0,0,0
2026-08-19,12302,1,NDLS,,2026-08-19T16:55:00+05:30,,2026-08-19T16:57:00+05:30,2.00694,,,,
2026-08-19,12302,2,CNB,2026-08-19T22:00:00+05:30,2026-08-19T22:05:00+05:30,2026-08-19T22:08:11+05:30,2026-08-19T22:13:49+05:30,8.82352,0,19.13977,30,0
2026-08-19,12302,3,PRYJ,2026-08-20T00:15:00+05:30,2026-08-20T00:17:00+05:30,2026-08-20T00:19:10+05:30,2026-08-20T00:21:40+05:30,4.67052,0,0,0,0
2026-08-19,12302,4,DDU,2026-08-20T02:00:00+05:30,2026-08-20T02:10:00+05:30,2026-08-20T02:01:42+05:30,2026-08-20T02:13:22+05:30,3.36935,0,0,0,0
2026-08-19,12302,5,GAYA,2026-08-20T04:39:00+05:30,2026-08-20T04:42:00+05:30,2026-08-20T05:00:12+05:30,2026-08-20T05:07:06+05:30,25.1125,0,0,0,1
2026-08-19,12302,6,DHN,2026-08-20T06:57:00+05:30,2026-08-20T07:02:00+05:30,2026-08-20T07:40:44+05:30,2026-08-20T07:56:30+05:30,54.50997,0,0,0,1
2026-08-19,12302,7,ASN,2026-08-20T07:55:00+05:30,2026-08-20T07:57:00+05:30,2026-08-20T08:59:13+05:30,2026-08-20T09:03:50+05:30,66.83575,0,0,0,1
2026-08-19,12302,8,HWH,2026-08-20T09:55:00+05:30,,2026-08-20T11:10:40+05:30,,,0,0,0,1
2026-08-20,12301,1,HWH,,2026-08-20T16:50:00+05:30,,2026-08-20T16:58:41+05:30,8.69439,,,,
2026-08-20,12301,2,ASN,2026-08-20T18:48:00+05:30,2026-08-20T18:50:00+05:30,2026-08-20T18:49:30+05:30,2026-08-20T18:51:15+05:30,1.2648,0,0,0,0
2026-08-20,12301,3,DHN,2026-08-20T19:43:00+05:30,2026-08-20T19:48:00+05:30,2026-08-20T19:41:11+05:30,2026-08-20T19:49:03+05:30,1.06393,0,0,0,0
2026-08-20,12301,4,GAYA,2026-08-20T22:03:00+05:30,2026-08-20T22:06:00+05:30,2026-08-20T22:01:02+05:30,2026-08-20T22:06:00+05:30,0.0,0,0,0,0
2026-08-20,12301,5,DDU,2026-08-21T00:35:00+05:30,2026-08-21T00:45:00+05:30,2026-08-21T00:23:01+05:30,2026-08-21T00:45:00+05:30,0.0,0,0,0,0
2026-08-20,12301,6,PRYJ,2026-08-21T02:28:00+05:30,2026-08-21T02:30:00+05:30,2026-08-21T02:37:56+05:30,2026-08-21T02:40:42+05:30,10.70521,0,0,0,1
2026-08-20,12301,7,CNB,2026-08-21T04:45:00+05:30,2026-08-21T04:50:00+05:30,2026-08-21T05:24:47+05:30,2026-08-21T05:32:15+05:30,42.25122,0,0,0,1
2026-08-20,12301,8,NDLS,2026-08-21T10:00:00+05:30,,2026-08-21T10:50:26+05:30,,,0,0,0,1
2026-08-20,12302,1,NDLS,,2026-08-20T16:55:00+05:30,,2026-08-20T17:42:51+05:30,47.85687,,,,
2026-08-20,12302,2,CNB,2026-08-20T22:00:00+05:30,2026-08-20T22:05:00+05:30,2026-08-20T22:34:13+05:30,2026-08-20T22:39:58+05:30,34.96812,0,0,0,0
2026-08-20,12302,3,PRYJ,2026-08-21T00:15:00+05:30,2026-08-21T00:17:00+05:30,2026-08-21T00:45:58+05:30,2026-08-21T00:50:21+05:30,33.36248,0,0,0,0
2026-08-20,12302,4,DDU,2026-08-21T02:00:00+05:30,2026-08-21T02:10:00+05:30,2026-08-21T02:33:55+05:30,2026-08-21T02:47:01+05:30,37.02066,0,0,0,0
2026-08-20,12302,5,GAYA,2026-08-21T04:39:00+05:30,2026-08-21T04:42:00+05:30,2026-08-21T05:11:04+05:30,2026-08-21T05:16:38+05:30,34.6467,0,0,0,0
2026-08-20,12302,6,DHN,2026-08-21T06:57:00+05:30,2026-08-21T07:02:00+05:30,2026-08-21T07:26:42+05:30,2026-08-21T07:31:59+05:30,29.98437,0,0,0,0
2026-08-20,12302,7,ASN,2026-08-21T07:55:00+05:30,2026-08-21T07:57:00+05:30,2026-08-21T08:14:48+05:30,2026-08-21T08:19:16+05:30,22.28272,0,0,0,0
2026-08-20,12302,8,HWH,2026-08-21T09:55:00+05:30,,2026-08-21T10:09:47+05:30,,,0,0,0,0
2026-08-21,12301,1,HWH,,2026-08-21T16:50:00+05:30,,2026-08-21T16:51:12+05:30,1.21229,,,,
2026-08-21,12301,2,ASN,2026-08-21T18:48:00+05:30,2026-08-21T18:50:00+05:30,2026-08-21T18:32:31+05:30,2026-08-21T18:50:00+05:30,0.0,0,0,0,0
2026-08-21,12301,3,DHN,2026-08-21T19:43:00+05:30,2026-08-21T19:48:00+05:30,2026-08-21T19:39:51+05:30,2026-08-21T19:48:00+05:30,0.0,0,0,0,0
2026-08-21,12301,4,GAYA,2026-08-21T22:03:00+05:30,2026-08-21T22:06:00+05:30,2026-08-21T22:01:57+05:30,2026-08-21T22:06:20+05:30,0.34889,0,0,0,0
2026-08-21,12301,5,DDU,2026-08-22T00:35:00+05:30,2026-08-22T00:45:00+05:30,2026-08-22T00:30:05+05:30,2026-08-22T00:45:00+05:30,0.0,0,0,0,0
2026-08-21,12301,6,PRYJ,2026-08-22T02:28:00+05:30,2026-08-22T02:30:00+05:30,2026-08-22T02:30:01+05:30,2026-08-22T02:33:41+05:30,3.69504,0,0,0,0
2026-08-21,12301,7,CNB,2026-08-22T04:45:00+05:30,2026-08-22T04:50:00+05:30,2026-08-22T04:49:19+05:30,2026-08-22T04:57:53+05:30,7.88546,0,0,0,0
2026-08-21,12301,8,NDLS,2026-08-22T10:00:00+05:30,,2026-08-22T10:07:57+05:30,,,0,0,0,0
2026-08-21,12302,1,NDLS,,2026-08-21T16:55:00+05:30,,2026-08-21T17:48:49+05:30,53.81967,,,,
2026-08-21,12302,2,CNB,2026-08-21T22:00:00+05:30,2026-08-21T22:05:00+05:30,2026-08-21T23:01:33+05:30,2026-08-21T23:18:54+05:30,73.91596,0,0,0,0
2026-08-21,12302,3,PRYJ,2026-08-22T00:15:00+05:30,2026-08-22T00:17:00+05:30,2026-08-22T01:28:18+05:30,2026-08-22T01:32:01+05:30,75.02844,0,0,0,0
2026-08-21,12302,4,DDU,2026-08-22T02:00:00+05:30,2026-08-22T02:10:00+05:30,2026-08-22T03:20:13+05:30,2026-08-22T03:31:34+05:30,81.56727,0,0,0,0
2026-08-21,12302,5,GAYA,2026-08-22T04:39:00+05:30,2026-08-22T04:42:00+05:30,2026-08-22T05:53:03+05:30,2026-08-22T05:55:59+05:30,73.98633,0,0,0,0
2026-08-21,12302,6,DHN,2026-08-22T06:57:00+05:30,2026-08-22T07:02:00+05:30,2026-08-22T08:16:16+05:30,2026-08-22T08:24:03+05:30,82.05769,0,0,0,0
2026-08-21,12302,7,ASN,2026-08-22T07:55:00+05:30,2026-08-22T07:57:00+05:30,2026-08-22T09:24:48+05:30,2026-08-22T09:26:14+05:30,89.2382,0,0,0,0
2026-08-21,12302,8,HWH,2026-08-22T09:55:00+05:30,,2026-08-22T11:12:43+05:30,,,0,0,0,0
2026-08-22,12301,1,HWH,,2026-08-22T16:50:00+05:30,,2026-08-22T16:51:14+05:30,1.24024,,,,
2026-08-22,12301,2,ASN,2026-08-22T18:48:00+05:30,2026-08-22T18:50:00+05:30,2026-08-22T18:45:31+05:30,2026-08-22T18:50:00+05:30,0.0,0,0,0,0
2026-08-22,12301,3,DHN,2026-08-22T19:43:00+05:30,2026-08-22T19:48:00+05:30,2026-08-22T19:44:56+05:30,2026-08-22T19:49:14+05:30,1.24543,0,0,0,0
2026-08-22,12301,4,GAYA,2026-08-22T22:03:00+05:30,2026-08-22T22:06:00+05:30,2026-08-22T21:50:33+05:30,2026-08-22T22:06:00+05:30,0.0,0,0,0,0
2026-08-22,12301,5,DDU,2026-08-23T00:35:00+05:30,2026-08-23T00:45:00+05:30,2026-08-23T00:26:56+05:30,2026-08-23T00:45:00+05:30,0.0,0,0,0,0
2026-08-22,12301,6,PRYJ,2026-08-23T02:28:00+05:30,2026-08-23T02:30:00+05:30,2026-08-23T02:18:34+05:30,2026-08-23T02:30:00+05:30,0.0,0,0,0,0
2026-08-22,12301,7,CNB,2026-08-23T04:45:00+05:30,2026-08-23T04:50:00+05:30,2026-08-23T04:38:45+05:30,2026-08-23T04:50:00+05:30,0.0,0,0,0,0
2026-08-22,12301,8,NDLS,2026-08-23T10:00:00+05:30,,2026-08-23T09:36:31+05:30,,,0,0,0,0
2026-08-22,12302,1,NDLS,,2026-08-22T16:55:00+05:30,,2026-08-22T16:56:05+05:30,1.09206,,,,
2026-08-22,12302,2,CNB,2026-08-22T22:00:00+05:30,2026-08-22T22:05:00+05:30,2026-08-22T21:34:17+05:30,2026-08-22T22:05:00+05:30,0.0,0,0,0,0
2026-08-22,12302,3,PRYJ,2026-08-23T00:15:00+05:30,2026-08-23T00:17:00+05:30,2026-08-23T00:01:37+05:30,2026-08-23T00:17:00+05:30,0.0,0,0,0,0
2026-08-22,12302,4,DDU,2026-08-23T02:00:00+05:30,2026-08-23T02:10:00+05:30,2026-08-23T01:54:30+05:30,2026-08-23T02:10:00+05:30,0.0,0,0,0,0
2026-08-22,12302,5,GAYA,2026-08-23T04:39:00+05:30,2026-08-23T04:42:00+05:30,2026-08-23T04:33:06+05:30,2026-08-23T04:46:36+05:30,4.6019,0,0,0,0
2026-08-22,12302,6,DHN,2026-08-23T06:57:00+05:30,2026-08-23T07:02:00+05:30,2026-08-23T06:59:43+05:30,2026-08-23T07:05:59+05:30,3.99972,0,0,0,0
2026-08-22,12302,7,ASN,2026-08-23T07:55:00+05:30,2026-08-23T07:57:00+05:30,2026-08-23T07:58:34+05:30,2026-08-23T08:03:36+05:30,6.61093,0,0,0,0
2026-08-22,12302,8,HWH,2026-08-23T09:55:00+05:30,,2026-08-23T09:55:35+05:30,,,0,0,0,0
2026-08-23,12301,1,HWH,,2026-08-23T16:50:00+05:30,,2026-08-23T17:13:38+05:30,23.64511,,,,
2026-08-23,12301,2,ASN,2026-08-23T18:48:00+05:30,2026-08-23T18:50:00+05:30,2026-08-23T19:09:51+05:30,2026-08-23T19:11:12+05:30,21.20244,0,0,0,0
2026-08-23,12301,3,DHN,2026-08-23T19:43:00+05:30,2026-08-23T19:48:00+05:30,2026-08-23T19:58:49+05:30,2026-08-23T20:04:52+05:30,16.87487,0,0,0,0
2026-08-23,12301,4,GAYA,2026-08-23T22:03:00+05:30,2026-08-23T22:06:00+05:30,2026-08-23T22:21:22+05:30,2026-08-23T22:25:28+05:30,19.47756,0,0,0,0
2026-08-23,12301,5,DDU,2026-08-24T00:35:00+05:30,2026-08-24T00:45:00+05:30,2026-08-24T00:43:55+05:30,2026-08-24T00:57:15+05:30,12.26662,0,0,0,0
2026-08-23,12301,6,PRYJ,2026-08-24T02:28:00+05:30,2026-08-24T02:30:00+05:30,2026-08-24T02:47:27+05:30,2026-08-24T02:51:43+05:30,21.73102,0,0,0,1
2026-08-23,12301,7,CNB,2026-08-24T04:45:00+05:30,2026-08-24T04:50:00+05:30,2026-08-24T05:10:23+05:30,2026-08-24T05:17:02+05:30,27.03474,0,0,0,1
